ORAN;DURUM;PROGRAM
7;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
7;AKTİF;İŞLETME                                                                                             
7;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
7;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
7;AKTİF;EV İDARESİ                                                                                          
7;AKTİF;İŞLETME                                                                                             
7;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;AKTİF;SOSYOLOJİ                                                                                           
7;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
7;AKTİF;İŞLETME                                                                                             
7;AKTİF;SOSYAL HİZMETLER                                                                                    
7;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
7;AKTİF;EV İDARESİ                                                                                          
7;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
7;AKTİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
7;AKTİF;SOSYOLOJİ                                                                                           
7;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
7;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
7;AKTİF;SOSYAL HİZMETLER                                                                                    
7;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
7;AKTİF;BANKACILIK VE SİGORTACILIK                                                                          
7;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
7;AKTİF;SOSYAL HİZMET                                                                                       
7;AKTİF;SOSYOLOJİ                                                                                           
7;AKTİF;EV İDARESİ                                                                                          
7;AKTİF;İŞLETME                                                                                             
7;AKTİF;TURİZM İŞLETMECİLİĞİ                                                                                
7;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
7;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
7;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;AKTİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
7;AKTİF;TURİZM VE OTEL İŞLETMECİLİĞİ                                                                        
7;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
7;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
7;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
7;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
7;AKTİF;BANKACILIK VE SİGORTACILIK                                                                          
7;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
7;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
7;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;AKTİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
7;AKTİF;EMLAK YÖNETİMİ                                                                                      
7;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;AKTİF;ADALET                                                                                              
7;AKTİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
7;AKTİF;ADALET                                                                                              
7;AKTİF;YAŞLI BAKIMI                                                                                        
7;AKTİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
7;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
7;AKTİF;ADALET                                                                                              
7;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
7;AKTİF;ADALET                                                                                              
7;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
7;AKTİF;ADALET                                                                                              
7;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
7;AKTİF;ADALET                                                                                              
7;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
7;AKTİF;ADALET                                                                                              
7;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
7;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
7;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
7;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
7;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
7;PASİF;LABORANT VE VETERİNER SAĞLIK                                                                        
7;PASİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
7;PASİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
7;PASİF;SAĞLIK YÖNETİMİ                                                                                     
7;PASİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
7;PASİF;SPOR YÖNETİMİ                                                                                       
7;PASİF;ADALET                                                                                              
7;PASİF;YAŞLI BAKIMI                                                                                        
7;PASİF;LABORANT VE VETERİNER SAĞLIK                                                                        
7;PASİF;FELSEFE                                                                                             
7;PASİF;ADALET                                                                                              
7;PASİF;AŞÇILIK                                                                                             
7;PASİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
7;PASİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
7;PASİF;ADALET                                                                                              
7;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
7;PASİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
7;PASİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
7;PASİF;ADALET                                                                                              
7;PASİF;İKTİSAT                                                                                             
7;PASİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
7;PASİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
7;PASİF;PERAKENDE SATIŞ VE MAĞAZA YÖNETİMİ                                                                  
7;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
7;PASİF;SOSYOLOJİ                                                                                           
7;PASİF;SOSYAL MEDYA YÖNETİCİLİĞİ                                                                           
7;PASİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
7;PASİF;İKTİSAT                                                                                             
7;PASİF;TARİH                                                                                               
7;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;PASİF;WEB TASARIMI VE KODLAMA                                                                             
7;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
7;PASİF;TARİH                                                                                               
7;PASİF;SOSYAL HİZMETLER                                                                                    
7;PASİF;ADALET                                                                                              
7;PASİF;İKTİSAT                                                                                             
7;PASİF;TARİH                                                                                               
7;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;PASİF;ADALET                                                                                              
7;PASİF;EV İDARESİ                                                                                          
7;PASİF;TARİH                                                                                               
7;PASİF;SOSYAL HİZMETLER                                                                                    
7;PASİF;ADALET                                                                                              
7;PASİF;İKTİSAT                                                                                             
7;PASİF;SOSYOLOJİ                                                                                           
7;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
7;PASİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
7;PASİF;COĞRAFİ BİLGİ SİSTEMLERİ                                                                            
7;PASİF;SOSYOLOJİ                                                                                           
7;PASİF;SOSYAL HİZMETLER                                                                                    
7;PASİF;EMLAK YÖNETİMİ                                                                                      
7;PASİF;LOJİSTİK                                                                                            
7;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;PASİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
7;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;PASİF;COĞRAFİ BİLGİ SİSTEMLERİ                                                                            
7;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;PASİF;SOSYAL HİZMETLER                                                                                    
7;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
7;PASİF;LOJİSTİK                                                                                            
7;PASİF;TÜRK DİLİ VE EDEBİYATI                                                                              
7;PASİF;İLAHİYAT                                                                                            
7;PASİF;İŞLETME                                                                                             
7;PASİF;TARIM TEKNOLOJİSİ                                                                                   
7;PASİF;İŞLETME                                                                                             
7;PASİF;YEREL YÖNETİMLER                                                                                    
7;PASİF;İŞLETME                                                                                             
7;PASİF;İŞLETME YÖNETİMİ                                                                                    
7;PASİF;İŞLETME                                                                                             
7;PASİF;İLAHİYAT                                                                                            
7;PASİF;İŞLETME                                                                                             
7;PASİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
7;PASİF;İŞLETME                                                                                             
7;PASİF;İLAHİYAT                                                                                            
7;PASİF;ELEKTRİK ENERJİSİ ÜRETİM İLETİM VE DAĞITIMI
7;PASİF;TARIM TEKNOLOJİSİ                                                                                   
7;PASİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
7;PASİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
8;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
8;AKTİF;YEREL YÖNETİMLER                                                                                    
8;AKTİF;MARKA İLETİŞİMİ                                                                                     
8;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
8;AKTİF;SOSYOLOJİ                                                                                           
8;AKTİF;İLAHİYAT                                                                                            
8;AKTİF;İŞLETME                                                                                             
8;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
8;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
8;AKTİF;SOSYAL HİZMETLER                                                                                    
8;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
8;AKTİF;AŞÇILIK                                                                                             
8;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
8;AKTİF;SPOR YÖNETİMİ                                                                                       
8;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
8;AKTİF;COĞRAFİ BİLGİ SİSTEMLERİ                                                                            
8;AKTİF;SOSYOLOJİ                                                                                           
8;AKTİF;SOSYAL HİZMETLER                                                                                    
8;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
8;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
8;AKTİF;MEDYA VE İLETİŞİM                                                                                   
8;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
8;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
8;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
8;AKTİF;LABORANT VE VETERİNER SAĞLIK                                                                        
8;AKTİF;FELSEFE                                                                                             
8;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
8;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
8;AKTİF;SAĞLIK MEMURLUĞU                                                                                    
8;AKTİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
8;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
8;AKTİF;COĞRAFİ BİLGİ SİSTEMLERİ                                                                            
8;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
8;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
8;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
8;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
8;AKTİF;ADALET                                                                                              
8;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
8;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
8;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
8;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
8;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
8;PASİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
8;PASİF;AŞÇILIK                                                                                             
8;PASİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
8;PASİF;SOSYAL HİZMETLER                                                                                    
8;PASİF;LABORANT VE VETERİNER SAĞLIK                                                                        
8;PASİF;YAŞLI BAKIMI                                                                                        
8;PASİF;ADALET                                                                                              
8;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
8;PASİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
8;PASİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
8;PASİF;EMLAK YÖNETİMİ                                                                                      
8;PASİF;SOSYAL HİZMETLER                                                                                    
8;PASİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
8;PASİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
8;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
8;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
8;PASİF;SOSYOLOJİ                                                                                           
8;PASİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
8;PASİF;İŞLETME                                                                                             
8;PASİF;SOSYAL HİZMETLER                                                                                    
8;PASİF;İŞLETME                                                                                             
8;PASİF;YAŞLI BAKIMI                                                                                        
8;PASİF;İŞLETME                                                                                             
8;PASİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
8;PASİF;İŞLETME                                                                                             
8;PASİF;EV İDARESİ                                                                                          
8;PASİF;SOSYAL HİZMETLER                                                                                    
8;PASİF;BANKACILIK VE SİGORTACILIK                                                                          
8;PASİF;İLAHİYAT                                                                                            
8;PASİF;TARIM TEKNOLOJİSİ                                                                                   
8;PASİF;SOSYAL HİZMETLER                                                                                    
8;PASİF;İLAHİYAT                                                                                            
9;AKTİF;SOSYOLOJİ                                                                                           
9;AKTİF;YAŞLI BAKIMI                                                                                        
9;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
9;AKTİF;SOSYAL HİZMETLER                                                                                    
9;AKTİF;TARİH                                                                                               
9;AKTİF;COĞRAFİ BİLGİ SİSTEMLERİ                                                                            
9;AKTİF;İŞLETME                                                                                             
9;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
9;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
9;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
9;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
9;AKTİF;İLAHİYAT                                                                                            
9;AKTİF;TURİZM VE OTEL İŞLETMECİLİĞİ                                                                        
9;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
9;AKTİF;İŞLETME                                                                                             
9;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
9;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
9;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
9;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
9;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
9;AKTİF;ADALET                                                                                              
9;PASİF;YAŞLI BAKIMI                                                                                        
9;PASİF;LABORANT VE VETERİNER SAĞLIK                                                                        
9;PASİF;SOSYAL HİZMETLER                                                                                    
9;PASİF;ADALET                                                                                              
9;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
9;PASİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
9;PASİF;SPOR YÖNETİMİ                                                                                       
9;PASİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
9;PASİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
9;PASİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
9;PASİF;İLAHİYAT                                                                                            
10;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
10;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
10;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
10;AKTİF;YEREL YÖNETİMLER                                                                                    
10;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
10;AKTİF;İLAHİYAT                                                                                            
10;AKTİF;MARKA İLETİŞİMİ                                                                                     
10;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
10;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
10;AKTİF;SOSYAL HİZMETLER                                                                                    
10;AKTİF;EMLAK YÖNETİMİ                                                                                      
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
10;AKTİF;İLAHİYAT                                                                                            
10;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
10;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
10;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
10;AKTİF;SOSYAL HİZMETLER                                                                                    
10;AKTİF;EMLAK YÖNETİMİ                                                                                      
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
10;AKTİF;İLAHİYAT                                                                                            
10;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
10;AKTİF;AŞÇILIK                                                                                             
10;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
10;AKTİF;SOSYAL HİZMETLER                                                                                    
10;AKTİF;ADALET                                                                                              
10;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
10;AKTİF;LABORANT VE VETERİNER SAĞLIK                                                                        
10;AKTİF;SOSYAL BİLİMLER                                                                                     
10;AKTİF;ADALET                                                                                              
10;AKTİF;AŞÇILIK                                                                                             
10;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
10;AKTİF;SOSYAL HİZMETLER                                                                                    
10;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
10;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
10;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
10;AKTİF;SOSYAL BİLİMLER                                                                                     
10;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
10;AKTİF;AŞÇILIK                                                                                             
10;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
10;AKTİF;SOSYAL HİZMETLER                                                                                    
10;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
10;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;İLAHİYAT                                                                                            
10;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
10;AKTİF;AŞÇILIK                                                                                             
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
10;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
10;AKTİF;BANKACILIK VE SİGORTACILIK                                                                          
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;SPOR YÖNETİMİ                                                                                       
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;İKTİSAT                                                                                             
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;FELSEFE                                                                                             
10;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
10;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;SPOR YÖNETİMİ                                                                                       
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;İKTİSAT                                                                                             
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;FELSEFE                                                                                             
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
10;AKTİF;TARİH                                                                                               
10;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;İKTİSAT                                                                                             
10;AKTİF;TARİH                                                                                               
10;AKTİF;SOSYAL MEDYA YÖNETİCİLİĞİ                                                                           
10;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
10;AKTİF;EV İDARESİ                                                                                          
10;AKTİF;TARİH                                                                                               
10;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
10;AKTİF;TARİH                                                                                               
10;AKTİF;İLAHİYAT                                                                                            
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
10;AKTİF;TARİH                                                                                               
10;AKTİF;İLAHİYAT                                                                                            
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
10;AKTİF;TARİH                                                                                               
10;AKTİF;İLAHİYAT                                                                                            
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;COĞRAFİ BİLGİ SİSTEMLERİ                                                                            
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;İLAHİYAT                                                                                            
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
10;AKTİF;SOSYOLOJİ                                                                                           
10;AKTİF;SPOR YÖNETİMİ                                                                                       
10;AKTİF;İŞLETME                                                                                             
10;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
10;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
10;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
10;PASİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
10;PASİF;SOSYAL MEDYA YÖNETİCİLİĞİ                                                                           
10;PASİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
10;PASİF;SAĞLIK YÖNETİMİ                                                                                     
10;PASİF;SOSYOLOJİ                                                                                           
10;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
10;PASİF;İŞLETME                                                                                             
