ORAN;DURUM;PROGRAM
85;PASİF;ADALET                                                                                              
85;PASİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;İLAHİYAT                                                                                            
85;PASİF;WEB TASARIMI VE KODLAMA                                                                             
85;PASİF;COĞRAFİ BİLGİ SİSTEMLERİ                                                                            
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;SOSYAL HİZMETLER                                                                                    
85;PASİF;ADALET                                                                                              
85;PASİF;TARIM TEKNOLOJİSİ                                                                                   
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;İLAHİYAT                                                                                            
85;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
85;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;SOSYAL HİZMETLER                                                                                    
85;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
85;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;İLAHİYAT                                                                                            
85;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
85;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;SOSYAL HİZMETLER                                                                                    
85;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
85;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
85;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
85;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;SOSYAL HİZMETLER                                                                                    
85;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
85;PASİF;EV İDARESİ                                                                                          
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
85;PASİF;SOSYOLOJİ                                                                                           
85;PASİF;SOSYAL HİZMETLER                                                                                    
85;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
85;PASİF;SOSYAL HİZMETLER                                                                                    
85;PASİF;YEREL YÖNETİMLER                                                                                    
86;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
86;PASİF;TÜRK DİLİ VE EDEBİYATI                                                                              
86;PASİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
87;AKTİF;İŞLETME                                                                                             
87;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
87;AKTİF;İŞLETME                                                                                             
87;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
87;PASİF;SOSYAL HİZMETLER                                                                                    
87;PASİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
87;PASİF;İLAHİYAT                                                                                            
88;AKTİF;TARİH                                                                                               
88;AKTİF;MEDYA VE İLETİŞİM                                                                                   
88;AKTİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
88;PASİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
88;PASİF;İLAHİYAT                                                                                            
89;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
89;AKTİF;SOSYAL HİZMETLER                                                                                    
89;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
90;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;MEDYA VE İLETİŞİM                                                                                   
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
90;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;MEDYA VE İLETİŞİM                                                                                   
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
90;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;MEDYA VE İLETİŞİM                                                                                   
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;TURİZM VE SEYAHAT HİZMETLERİ                                                                        
90;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;TURİZM VE SEYAHAT HİZMETLERİ                                                                        
90;AKTİF;ELEKTRİK ENERJİSİ ÜRETİM İLETİM VE DAĞITIMI
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;MEDYA VE İLETİŞİM                                                                                   
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İLAHİYAT (ARAPÇA)                                                                                   
90;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;MEDYA VE İLETİŞİM                                                                                   
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İLAHİYAT (ARAPÇA)                                                                                   
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;MEDYA VE İLETİŞİM                                                                                   
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İLAHİYAT (ARAPÇA)                                                                                   
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
90;AKTİF;LOJİSTİK                                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;EMLAK YÖNETİMİ                                                                                      
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;EMLAK YÖNETİMİ                                                                                      
90;AKTİF;LOJİSTİK                                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;EMLAK YÖNETİMİ                                                                                      
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;İŞLETME YÖNETİMİ                                                                                    
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;İKTİSAT                                                                                             
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;İKTİSAT                                                                                             
90;AKTİF;MALİYE                                                                                              
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
90;AKTİF;ÇOCUK GELİŞİMİ                                                                                      
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;İKTİSAT                                                                                             
90;AKTİF;ÇOCUK GELİŞİMİ                                                                                      
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;İKTİSAT                                                                                             
90;AKTİF;ÇOCUK GELİŞİMİ                                                                                      
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;AŞÇILIK                                                                                             
90;AKTİF;ÇOCUK GELİŞİMİ                                                                                      
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;AŞÇILIK                                                                                             
90;AKTİF;MALİYE                                                                                              
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;YEREL YÖNETİMLER                                                                                    
90;AKTİF;ADALET                                                                                              
90;AKTİF;AŞÇILIK                                                                                             
90;AKTİF;MALİYE                                                                                              
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;DIŞ TİCARET                                                                                         
90;AKTİF;ADALET                                                                                              
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;MALİYE                                                                                              
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;ADALET                                                                                              
90;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;MALİYE                                                                                              
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;KÜLTÜREL MİRAS VE TURİZM                                                                            
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;FOTOĞRAFÇILIK VE KAMERAMANLIK                                                                       
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;AŞÇILIK                                                                                             
90;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;AŞÇILIK                                                                                             
90;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;İŞLETME                                                                                             
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İŞLETME                                                                                             
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;İŞLETME                                                                                             
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;ULUSLARARASI İLİŞKİLER (İNGİLİZCE)                                                                  
90;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
90;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İŞLETME                                                                                             
90;AKTİF;ULUSLARARASI İLİŞKİLER (İNGİLİZCE)                                                                  
90;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;İŞLETME                                                                                             
90;AKTİF;EV İDARESİ                                                                                          
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;İŞLETME                                                                                             
90;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
90;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;İŞLETME                                                                                             
90;AKTİF;EV İDARESİ                                                                                          
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
90;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
90;AKTİF;EV İDARESİ                                                                                          
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
90;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;İLAHİYAT                                                                                            
90;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
90;AKTİF;EV İDARESİ                                                                                          
90;AKTİF;SOSYOLOJİ                                                                                           
90;AKTİF;SOSYAL HİZMETLER                                                                                    
90;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
